lower,upper,ave,x
0.7093299500228082,1.0952738319595017,0.8718449652110616,0.0
0.6968678591645466,0.9681345330466735,0.8288712761533987,0.050505050505050504
0.6714772835593911,0.937448783453366,0.8027619684147168,0.10101010101010101
0.6225198184973345,0.9160747265039156,0.7608164289669368,0.15151515151515152
0.599528753813898,0.805489655856504,0.6686142435202308,0.20202020202020202
0.5975980460517918,0.7702274563688611,0.6542079128508518,0.25252525252525254
0.5956174661668686,0.7537285440118222,0.6459470417713253,0.30303030303030304
0.5939406872464974,0.7318947107492675,0.6394920464643848,0.35353535353535354
0.5875746860665876,0.7007924979151613,0.6315810611024393,0.40404040404040403
0.5843912860638629,0.6859159085627068,0.6271229401615952,0.45454545454545453
0.582706537990249,0.6793200964012087,0.6251404411096059,0.5050505050505051
0.581533239131611,0.6774252187721964,0.62435885768431,0.5555555555555556
0.580783303805704,0.6765193130061806,0.6237815834681961,0.6060606060606061
0.5770100799477995,0.6735588691455593,0.6221547087795063,0.6565656565656566
0.5754526964618938,0.6733044355573057,0.6216339921131612,0.7070707070707071
0.5696374430317661,0.6650358529897493,0.6182107782554505,0.7575757575757576
0.5666285850851593,0.6641243039699942,0.6172901485671813,0.8080808080808081
0.566214886425821,0.6639614298864798,0.6170940354715662,0.8585858585858586
0.5662112265908463,0.6639577700515051,0.6170503352442298,0.9090909090909091
0.566208129272652,0.6639546727333108,0.6170385852382945,0.9595959595959596
0.5295567584575576,0.6626840228087212,0.6123267211270391,1.0101010101010102
0.4129229151593753,0.6371232499250256,0.55578275292604,1.0606060606060606
0.4127690588186803,0.6371089713817208,0.5557130936969595,1.1111111111111112
0.4127673379497572,0.6371072505127977,0.5556695779118075,1.1616161616161615
0.311384727593605,0.6277092702113272,0.4899560924182577,1.2121212121212122
0.1896977543469143,0.5311363110527596,0.3799987538189759,1.2626262626262625
0.18969657244952176,0.531135129155367,0.3797998247142013,1.3131313131313131
0.1620791765628482,0.39378997773314406,0.23702869551832365,1.3636363636363635
0.1619775534741908,0.3937890355064366,0.2369770201820177,1.4141414141414141
0.13743748093040214,0.3361663216138371,0.18941008068018517,1.4646464646464648
0.13499767514616548,0.22069459893380478,0.17656086777573943,1.5151515151515151
0.13470625494248237,0.21556636429728687,0.1752970542472642,1.5656565656565657
0.13470562810707956,0.21556573746188404,0.17529340624446876,1.6161616161616161
0.1347050573887354,0.21556516674353987,0.17528367309440096,1.6666666666666667
0.134704536283543,0.21556464563834749,0.17527918549178223,1.7171717171717171
0.1347040592032474,0.21556416855805188,0.1752385450119179,1.7676767676767677
0.1338205406389468,0.215312299693718,0.17482621052311495,1.8181818181818181
0.13259884513913844,0.21327183286074222,0.17358661803889677,1.8686868686868687
0.12905445838429103,0.21113880764024473,0.17224690459421368,1.9191919191919191
0.12905411511841727,0.21113846437437098,0.17224614913628195,1.9696969696969697
0.12905379727427915,0.21113814653023286,0.17223863098998174,2.0202020202020203
0.04261608837272741,0.07784547555278117,0.058762829699201644,2.0707070707070705
0.04261581431117725,0.07784520149123103,0.05876213730722389,2.121212121212121
0.04261555914697522,0.077844946327029,0.05876050153680151,2.1717171717171717
0.042615321181857596,0.07782760908713898,0.05875629827915403,2.2222222222222223
0.04261509890413532,0.07782738680941671,0.05874700886119684,2.272727272727273
0.042595283433454735,0.0778271788699082,0.058741832259585895,2.323232323232323
0.04259508862496429,0.07779768677291082,0.05872491855425588,2.3737373737373737
0.04259490586472148,0.07779750401266801,0.05872383970928389,2.4242424242424243
0.04259473417930309,0.07779733232724961,0.05872327560064244,2.474747474747475
0.04259457269164456,0.07779717083959109,0.058723050406103025,2.525252525252525
0.004499795385462645,0.07521126534388219,0.04609254397155969,2.5757575757575757
0.0044996519929427145,0.07521112195136226,0.04608945990852864,2.6262626262626263
0.0021192649428691,0.01263991632827138,0.005330947238469587,2.676767676767677
0.0021191370398398086,0.012639788425242087,0.005330256400730894,2.727272727272727
0.0021190160497188185,0.0126396674351211,0.005328232040087381,2.7777777777777777
0.0021189014831629253,0.012572710120218331,0.00531317529352174,2.8282828282828283
0.0021187928933737786,0.012572601530429184,0.005308902193086315,2.878787878787879
0.002085569559359605,0.012430663087007902,0.005281856056572742,2.9292929292929295
0.0018541196331527548,0.009523819546650205,0.0048601089995945245,2.9797979797979797
0.0018540266558915786,0.00952372656938903,0.0048586267837009076,3.0303030303030303
0.0018539382136968478,0.0095236381271943,0.004858092379528237,3.080808080808081
0.0018538540163562961,0.009523553929853747,0.00485314324212774,3.1313131313131315
0.0018537737965060664,0.009523473710003517,0.004845428239211405,3.1818181818181817
0.0018536973075055899,0.00952339722100304,0.004844901856712389,3.2323232323232323
0.0018536243215395401,0.009523324235036991,0.004844582742788311,3.282828282828283
