posttau,postmean0,iteratenr
10.0,0.2543160821085889,1
10.0,0.2543160821085889,2
10.0,0.32298608146822344,3
10.0,0.4538314064615404,4
10.0,0.5810771984883223,5
10.0,0.6334766212973096,6
10.0,0.657202729770738,7
10.0,0.6288414533004697,8
10.0,0.6070928854890005,9
10.0,0.6221615690194287,10
10.0,0.6505096915561723,11
10.0,0.6311404817461068,12
10.0,0.6310862477494543,13
10.0,0.6443115975659979,14
10.0,0.6450261971612438,15
10.0,0.7262547811068609,16
10.0,0.6219617896980371,17
10.0,0.6163545195339003,18
10.0,0.6183553418156986,19
10.0,0.6083539444770512,20
10.0,0.6163332665063505,21
10.0,0.6540371669474463,22
10.0,0.6751934125391063,23
10.0,0.7059977826148066,24
10.0,0.676690682903182,25
10.0,0.6945799047801353,26
10.0,0.7329915536578135,27
10.0,0.6491555306152333,28
10.0,0.6322450321350555,29
10.0,0.6367784194748283,30
10.0,0.621921431151664,31
10.0,0.6153318378036888,32
10.0,0.6142483356282583,33
10.0,0.6201701440989157,34
10.0,0.5975043545605916,35
10.0,0.6255000152123544,36
10.0,0.6259534056670806,37
10.0,0.6173868618214969,38
10.0,0.6372074058388766,39
10.0,0.626199159756381,40
10.0,0.6041359149096361,41
10.0,0.6540580020322218,42
10.0,0.6131139364936972,43
10.0,0.5916900617394549,44
10.0,0.6254269265197794,45
10.0,0.5926923815996442,46
10.0,0.6013770099339055,47
10.0,0.5885429249732074,48
10.0,0.596775762373723,49
10.0,0.6730077349641601,50
10.0,0.7009144172841534,51
10.0,0.6335457520047151,52
10.0,0.6355761164753642,53
10.0,0.6498252209989099,54
10.0,0.6311295730772212,55
10.0,0.6318909642900448,56
10.0,0.6390927523450289,57
10.0,0.6228722025107583,58
10.0,0.6502327773261365,59
10.0,0.6789974353459063,60
10.0,0.8098794848981002,61
10.0,0.7823837547563408,62
10.0,0.7376633863996016,63
10.0,0.6693639157762726,64
10.0,0.8389341922997469,65
10.0,0.647268938730277,66
10.0,0.7474156264477523,67
10.0,0.6656105847995077,68
10.0,0.6604540838089035,69
10.0,0.6178639940660889,70
10.0,0.6405837120428024,71
10.0,0.6786380685787232,72
10.0,0.6086024970106566,73
10.0,0.5663914719548147,74
10.0,0.5384359000202878,75
10.0,0.5531693130529677,76
10.0,0.5388673566477368,77
10.0,0.6029893783175299,78
10.0,0.6594059168762957,79
10.0,0.7713400011697632,80
10.0,0.72370423403819,81
10.0,0.6887089754492036,82
10.0,0.5812945316490056,83
10.0,0.6073352315878771,84
10.0,0.6315914088109394,85
10.0,0.6273010956501907,86
10.0,0.7052897348379039,87
