posttau,postmean0,iteratenr
10.0,0.3434249929905162,1
0.0,0.34166206097159485,2
0.0,0.6705088668130013,3
0.0,0.7660117085904714,4
0.0,0.7250228457834152,5
0.0,0.8883852550809348,6
0.0,0.7372583774773854,7
0.0,0.6677229407157341,8
0.0,0.7454153986066988,9
0.0,0.7808294092212191,10
0.0,0.7838088506673514,11
0.0,0.7181584091214916,12
0.0,0.8351705147101455,13
0.0,0.8118535419668537,14
0.0,0.9361363689096496,15
0.0,0.9663460506409997,16
0.0,1.11009443301572,17
0.0,0.8471512192100877,18
0.0,0.7811076546956524,19
0.0,0.7864939313639595,20
0.0,0.7655595865235901,21
0.0,0.7427279006933536,22
0.0,1.114076336134784,23
0.0,0.7895182013607579,24
0.0,0.9191121086700266,25
0.0,1.0001548500579254,26
0.0,0.7632206835612916,27
0.0,0.8885401150545609,28
0.0,0.7829376944957631,29
0.0,0.8088299198946814,30
0.0,0.7648488046199984,31
0.0,0.7927784765418752,32
0.0,0.9356407741793122,33
0.0,0.9019031416127662,34
0.0,0.7949785141524853,35
0.0,0.888667482236519,36
0.0,1.0689197874735203,37
0.0,0.6937108939380018,38
0.0,0.7217199411515627,39
0.0,0.7058724074745636,40
0.0,0.7534783419680006,41
0.0,0.6904660380446669,42
0.0,0.8340183167794325,43
0.0,0.9861317928708309,44
0.0,0.746137425920852,45
0.0,0.7146312739591852,46
0.0,1.0715950343072815,47
0.0,0.8569808284964534,48
0.0,0.7562509093805068,49
0.0,0.7175845256186193,50
0.0,0.9402911279751947,51
0.0,0.7210489095489545,52
0.0,0.6814214173841425,53
0.0,0.9482995926942962,54
0.0,0.7371734211357349,55
0.0,0.7473334507069516,56
0.0,0.7073848156082022,57
0.0,0.7571459018038328,58
0.0,0.7270795161679341,59
0.0,0.7926185022852454,60
0.0,0.8315730977098554,61
0.0,0.70281646697356,62
0.0,0.7056563320495844,63
0.0,0.7512309555831734,64
0.0,0.8024300357528908,65
0.0,0.9126806857875471,66
0.0,0.8488611166868464,67
0.0,0.7196453842843508,68
0.0,0.6887422494555107,69
0.0,0.8203246867657057,70
0.0,0.8742144562637244,71
0.0,0.9227413128157382,72
0.0,0.8783061704997293,73
0.0,0.7022808450302919,74
0.0,0.7769075789580075,75
0.0,0.957098238598468,76
0.0,0.974921377471979,77
0.0,0.8902514224539839,78
0.0,1.0088045817579947,79
0.0,0.8068105504712805,80
0.0,0.7357134921964831,81
0.0,0.9600856780091684,82
0.0,0.9023070967858609,83
0.0,1.0142772689377937,84
0.0,1.112282335799806,85
0.0,0.8996416801164191,86
0.0,0.7237088654013333,87
0.0,0.6988781979783517,88
0.0,0.9099920067836423,89
0.0,0.7118587065466787,90
0.0,0.7236735135323038,91
0.0,0.714095652015917,92
0.0,0.6831251219975184,93
0.0,0.8988325657906657,94
0.0,0.7468730642216387,95
0.0,0.8756157088287638,96
0.0,0.8901387096977904,97
0.0,0.7501186082353151,98
0.0,0.8606657474215694,99
0.0,0.9375399414078529,100
0.0,1.004547849122769,101
0.0,1.0083695649818372,102
0.0,0.7573606974109603,103
0.0,0.7378503720071535,104
0.0,0.8249388831509138,105
0.0,0.9578985204509306,106
0.0,0.7673782264321081,107
0.0,0.7273124637602989,108
0.0,0.7027850199209654,109
0.0,0.6926468605057012,110
0.0,0.9768302648924504,111
0.0,0.6897836816059032,112
0.0,0.7447477698504674,113
0.0,0.720023424595083,114
0.0,0.745687126531872,115
0.0,0.9019481356536787,116
0.0,0.7186025887093519,117
0.0,0.6822908141578881,118
0.0,0.6949283903565205,119
0.0,0.7162227549534925,120
0.0,0.9377824329313594,121
0.0,0.7232616927494993,122
0.0,0.7578123035125074,123
0.0,0.9096450654973333,124
0.0,1.0158329532956085,125
0.0,0.8743416221913306,126
0.0,0.7905750081685432,127
0.0,0.7021611411246734,128
0.0,0.7222896049240843,129
0.0,0.8248953358379947,130
0.0,0.8961436613630536,131
0.0,0.8863534163456421,132
0.0,0.9003188291426295,133
0.0,0.7026891044633212,134
0.0,0.8871690623364487,135
0.0,0.8105163389582968,136
0.0,0.8874441834916684,137
0.0,1.1312217555640451,138
0.0,0.8860724894639358,139
0.0,0.8940577272508535,140
0.0,1.0744769977429618,141
0.0,1.023496049172938,142
0.0,1.1563440103703533,143
0.0,0.8713222358784415,144
0.0,0.7968703312950317,145
0.0,0.6722104261641045,146
0.0,0.7172550062725304,147
0.0,0.7259000851822586,148
0.0,0.6848293236892474,149
0.0,0.9438553093038784,150
0.0,0.9987943682452187,151
0.0,0.804076250277718,152
0.0,1.2216155243524922,153
0.0,0.718231522941214,154
0.0,0.744180057537337,155
0.0,0.7428438724376272,156
0.0,0.8780542395897843,157
0.0,0.6720172871706932,158
0.0,0.772066507190907,159
0.0,0.6890876742897529,160
0.0,0.6501261233100328,161
0.0,0.6430638490149905,162
0.0,0.7761194297015149,163
0.0,1.061871426347918,164
0.0,1.0687196850693124,165
0.0,0.8515978368595397,166
0.0,0.6310518592890698,167
0.0,0.6207794712069786,168
0.0,0.7940200623529072,169
0.0,0.6207794712069786,170
0.0,0.6613333211420725,171
0.0,0.644748376731858,172
0.0,0.6946548884603256,173
0.0,1.2230639201060993,174
0.0,1.04825252857123,175
0.0,0.9399413820173937,176
0.0,0.6481725060925551,177
0.0,0.7078147530796572,178
0.0,0.6310518592890698,179
0.0,0.8391555988092967,180
0.0,0.6514120496852502,181
0.0,0.6377155322424619,182
0.0,0.8761458369618217,183
0.0,0.6613763506625725,184
0.0,0.7505078424462954,185
0.0,0.9311521575939734,186
0.0,0.7688325881813837,187
0.0,1.056901797822264,188
0.0,0.7620756855957715,189
0.0,0.7776354194856105,190
0.0,0.7206838297340024,191
0.0,0.6942293624191034,192
0.0,0.7377847144817483,193
0.0,0.6344759886497668,194
0.0,0.9369574491974307,195
0.0,0.7135223766338509,196
0.0,0.8467273973603393,197
0.0,0.8535756560817335,198
0.0,0.6515966354532521,199
0.0,0.7426099193802309,200
0.0,0.6344759886497668,201
0.0,0.6344759886497668,202
0.0,0.7889347139469468,203
0.0,0.683803562194617,204
0.0,0.8258786883353041,205
0.0,0.683202725589812,206
0.0,0.6763719324924683,207
0.0,0.7193716600651537,208
0.0,0.7298683925131729,209
0.0,0.6712018849099716,210
0.0,0.6276277299283727,211
0.0,0.8996899287929335,212
