posttau,postmean0,iteratenr
10.0,0.2123235829221366,1
10.0,0.45577027250651214,2
10.0,1.0769748195088136,3
10.0,1.3055027611975996,4
10.0,0.9876820311391553,5
10.0,1.0112166226495483,6
10.0,1.0943466186366893,7
10.0,1.4513493578400376,8
10.0,1.343432940212689,9
10.0,1.4040162002535133,10
10.0,1.2800307135528202,11
10.0,1.1077547997728443,12
10.0,1.0724242266699249,13
10.0,1.0679996702431698,14
10.0,1.2899641009035643,15
10.0,1.5075009371667794,16
10.0,1.1593912090792597,17
10.0,1.2254574003890002,18
10.0,1.0627856947282672,19
10.0,1.1460348309551012,20
10.0,0.9774151222801738,21
10.0,0.9407654144245434,22
10.0,0.9891742352914499,23
10.0,1.2203573071210392,24
10.0,1.2523199757940815,25
10.0,1.0799856170161624,26
10.0,1.1581669748168109,27
10.0,1.1830907118850542,28
10.0,0.9746343812601943,29
10.0,0.9178754555133275,30
10.0,1.0906643607216935,31
10.0,1.1369829327414283,32
10.0,1.3783321607450711,33
10.0,1.0146112064433062,34
10.0,1.1950679879612738,35
10.0,1.2184419264713837,36
10.0,1.3634554321889112,37
10.0,1.0317537814736688,38
10.0,0.8393633968212865,39
10.0,0.8589693408470838,40
10.0,0.9401694113079382,41
10.0,0.8935444652952836,42
10.0,0.9764870838246669,43
10.0,1.1402438948229363,44
10.0,1.1963646169035653,45
10.0,1.0865925033925696,46
10.0,0.8952098839403864,47
10.0,1.0203207020041345,48
10.0,0.8857111325946496,49
10.0,0.8239216861894093,50
10.0,0.9309637317886423,51
10.0,1.1974050251416568,52
10.0,1.1613622507178047,53
10.0,0.9777908571247321,54
10.0,0.9309113830684682,55
10.0,0.7169340619063688,56
10.0,0.9915060097419237,57
10.0,1.0967487122181248,58
10.0,1.1938828773001675,59
10.0,1.2277526047427858,60
10.0,1.1717775188222432,61
10.0,1.215938117395486,62
10.0,1.0458665471679218,63
10.0,1.0872701424685018,64
10.0,1.0959227661745492,65
10.0,1.0700622508733302,66
10.0,1.3775894651456018,67
10.0,1.057764560717396,68
10.0,1.1304503331397946,69
10.0,1.0464013930358127,70
10.0,0.9096005526554097,71
10.0,0.9352960689061248,72
10.0,1.090305677684617,73
10.0,1.0509968501029696,74
10.0,0.9333918055985189,75
