lower,upper,ave,x
0.7831450154830601,20.790995424973556,2.7245480039896055,0.0
0.6803379504022056,1.5231720484882838,1.0493354516693916,0.050505050505050504
0.5531218567677112,1.2238309694224894,0.8670477138136701,0.10101010101010101
0.49925830595148146,1.1227510797398175,0.7978888351190737,0.15151515151515152
0.45207496811465264,1.0731895994051,0.748211189470444,0.20202020202020202
0.41414488369335334,1.0588315233004586,0.7174865695333033,0.25252525252525254
0.3329391167451561,0.9564368434663589,0.6060036731630378,0.30303030303030304
0.32347031122791237,0.862726226349464,0.5430423898976453,0.35353535353535354
0.31802594445643306,0.8078303500781691,0.5055033870109146,0.40404040404040403
0.3132404101605568,0.7486326534045155,0.4783379989134225,0.45454545454545453
0.3055466836465585,0.6692804732845943,0.4480064171794245,0.5050505050505051
0.30328724551389696,0.6401925220631844,0.4362163581771934,0.5555555555555556
0.3013765258668223,0.6322402134535401,0.43120155412942246,0.6060606060606061
0.29891392702277153,0.626842708384419,0.42636883193773323,0.6565656565656566
0.2969789027751105,0.6232269361495701,0.4234481982338661,0.7070707070707071
0.2967427005102763,0.6222848755546988,0.42227882013957674,0.7575757575757576
0.29599903961949986,0.6204419713009651,0.4208176401370094,0.8080808080808081
0.29551833184474574,0.6195496143101913,0.41990603443031305,0.8585858585858586
0.2953447063582959,0.6192294669398386,0.4193917549493656,0.9090909090909091
0.29445150944482035,0.6190979788047599,0.4179676427809773,0.9595959595959596
0.2184507769138695,0.6029785069117396,0.3939068472071024,1.0101010101010102
0.19248875260478104,0.5286653065429346,0.34380878714033564,1.0606060606060606
0.19121381758633382,0.5055357827966278,0.33166852672202435,1.1111111111111112
0.1907358147186964,0.4942312714680086,0.3259870599567659,1.1616161616161615
0.18932215929834845,0.4882054279858847,0.32271745553651005,1.2121212121212122
0.1887873849946994,0.48400410018661433,0.31990131177759645,1.2626262626262625
0.18774378330004987,0.4715822805781865,0.31291885891404453,1.3131313131313131
0.1802189638559638,0.442600459433529,0.2990660086377141,1.3636363636363635
0.17989828671895608,0.4421943044649775,0.29889632679089034,1.4141414141414141
0.17086645037743056,0.405280875387944,0.28788641709439183,1.4646464646464648
0.1703368143645357,0.4027963574571747,0.2868939052221506,1.5151515151515151
0.17032740178381978,0.40209695586824756,0.28673771692604594,1.5656565656565657
0.17029528222494794,0.4020183752488541,0.28660135676028015,1.6161616161616161
0.17028962589759644,0.4020127189215026,0.2865845695777987,1.6666666666666667
0.17003787427422856,0.40189948720482743,0.28617094171836366,1.7171717171717171
0.16412484516218107,0.40027992212762153,0.28362110136448887,1.7676767676767677
0.06865387869392546,0.3724711206443243,0.2586142855166225,1.8181818181818181
0.06864988602384034,0.37235055196216393,0.2576990180247912,1.8686868686868687
0.06864620439810253,0.3723468703364262,0.25768151017685714,1.9191919191919191
0.06864280232741307,0.3723434682657367,0.257421500982106,1.9696969696969697
0.06863965220877695,0.3721234478336745,0.25683605405260224,2.0202020202020203
0.06863672976383316,0.37212052538873075,0.2565583675336638,2.0707070707070705
0.06850449725395066,0.3721178091945555,0.2562366197400502,2.121212121212121
0.0171350107082726,0.36141243350634955,0.18611503278735692,2.1717171717171717
0.012608539680498293,0.326661510498729,0.1141115417819965,2.2222222222222223
0.01259126555743923,0.2204984310617944,0.03643144467809953,2.272727272727273
0.012339457291279882,0.05104864721537364,0.02455313725768083,2.323232323232323
0.012337526565547912,0.05104671648964165,0.02454581555995062,2.3737373737373737
0.0123355771124956,0.05069980740317097,0.024493610489422495,2.4242424242424243
0.012333875557012323,0.05069810584768769,0.02448247545528073,2.474747474747475
0.012332275070416392,0.05069650536109176,0.02447672097359489,2.525252525252525
0.012330767803980404,0.050694998094655774,0.024465855893685152,2.5757575757575757
0.012329346656332379,0.05069357694700775,0.024456828223569416,2.6262626262626263
0.012327867053467915,0.050692235480333664,0.02444979846052431,2.676767676767677
0.012326599420474642,0.05069096784734039,0.024445616666065175,2.727272727272727
0.01232540030056265,0.05042119765094977,0.024404569544548567,2.7777777777777777
0.012324264843904741,0.05042006219429186,0.024399204029731218,2.8282828282828283
0.012323188622331116,0.04936850882649717,0.024273798490985616,2.878787878787879
0.012322167586090251,0.049367487790256306,0.02425455138364931,2.9292929292929295
0.012222094663138679,0.04908309203066451,0.02418392202912661,2.9797979797979797
0.012211358608996577,0.04908217054315524,0.02417292867240681,3.0303030303030303
0.012210482068036918,0.04785179468478967,0.023992366356325352,3.080808080808081
0.012209647597364717,0.04785096021411747,0.02398871943377626,3.1313131313131315
0.012208852547165906,0.04785016516391867,0.023984393855082015,3.1818181818181817
0.012208094473012668,0.04784940708976543,0.023982644853455082,3.2323232323232323
0.012016646576924233,0.04726400969104731,0.023868108506501635,3.282828282828283
0.012015955851046914,0.046714492706122254,0.023768976671032636,3.3333333333333335
0.011943952643102856,0.046418127900238026,0.02369824502168308,3.3838383838383836
0.011943321518147339,0.04641749677528252,0.02369412940462929,3.4343434343434343
0.01194271763407417,0.046416892891209344,0.02367547826764204,3.484848484848485
0.011942139445434737,0.04639629862283133,0.023656597740392898,3.5353535353535355
0.011941585514842798,0.04639574469223939,0.023656043809800954,3.585858585858586
0.01169410032203842,0.046374219546986006,0.023621157596931862,3.6363636363636362
0.011478250177130094,0.046347497601958505,0.02361203365055686,3.686868686868687
0.011434462635631984,0.04628851736943574,0.023554683780141195,3.7373737373737375
0.00875314368630951,0.04413933338404888,0.02287603674094392,3.787878787878788
0.008719945602201653,0.044003844537478826,0.022853705879880802,3.8383838383838382
0.0076383457633158285,0.04361316948740704,0.022720028193749197,3.888888888888889
0.0034340695948744293,0.04107926090654282,0.02198235233062546,3.9393939393939394
0.0034336683538968423,0.04107885966556523,0.021980157518641855,3.98989898989899
0.0032361558387106063,0.0408789968573325,0.02189138200099784,4.040404040404041
0.002096700583691867,0.0379054139387709,0.02125529656088197,4.090909090909091
0.002096342042649052,0.03790505539772809,0.02125493801983915,4.141414141414141
0.0019066897712914355,0.037739421235089526,0.021169204544798828,4.191919191919192
0.0018034516334796925,0.036985793443341915,0.020870486638125536,4.242424242424242
0.0016802261272606056,0.03693203893007234,0.020665067730100798,4.292929292929293
0.001679915592392282,0.03693172839520401,0.020664203804085107,4.343434343434343
0.0016796157039621054,0.03693142850677384,0.020663722567970794,4.393939393939394
0.0016793259808013231,0.03693113878361305,0.020663074451591965,4.444444444444445
0.0016790459686203928,0.036930858771432123,0.020662439051572834,4.494949494949495
0.0016787752382270657,0.0369305880410388,0.020662168321179508,4.545454545454546
0.0016785133838807809,0.036930326186692515,0.020661733618836085,4.595959595959596
0.0016648790615191567,0.03693007282458331,0.02063765045744847,4.646464646464646
0.0016646338283604796,0.03692982759142464,0.020637405224289793,4.696969696969697
0.0016638569135884456,0.03692959014315032,0.02060672221974439,4.747474747474747
0.0016636269241452522,0.036929360153707125,0.02060349523802731,4.797979797979798
0.0016624398231433611,0.03692913731393484,0.020575799224092698,4.848484848484849
0.001662223839735267,0.03692892133052674,0.020575258083731764,4.898989898989899
0.0016620144342725418,0.03692871192506402,0.020574887167679554,4.94949494949495
0.0016585113359380405,0.036928508833118004,0.020571351111951665,5.0
