posttau,postmean0,iteratenr
10.0,0.26182853341260515,1
0.0,0.2531740421923124,2
0.0,1.7497899530233827,3
0.0,0.9399575800664509,4
0.0,1.3204980695081856,5
0.0,1.0653160413521194,6
0.0,1.0229095122960754,7
0.0,1.345987136815562,8
0.0,1.476301826735099,9
0.0,1.3213581786175914,10
0.0,1.2234231136631541,11
0.0,1.2580777981971019,12
0.0,1.0505703530863093,13
0.0,3.1173587998076515,14
0.0,1.0949896897700375,15
0.0,1.0663487436270465,16
0.0,1.4562687403251675,17
0.0,0.9145987347982873,18
0.0,1.0119417084687616,19
0.0,1.080136182374532,20
0.0,1.1739470212072134,21
0.0,16.534351492303184,22
0.0,1.3020199975025366,23
0.0,0.9770944034240692,24
0.0,1.4063156878037448,25
0.0,1.0139010608533885,26
0.0,2.0335951271575072,27
0.0,2.048786342697555,28
0.0,1.2841608142212775,29
0.0,1.0181033372067265,30
0.0,1.1995983395475276,31
0.0,0.9132234538476349,32
0.0,1.1305022376854958,33
0.0,0.9680427354867736,34
0.0,1.133267975782476,35
0.0,1.3339771369608544,36
0.0,1.9864436712972098,37
0.0,20.312098864457575,38
0.0,0.9947352799422908,39
0.0,2.8307515754341477,40
0.0,2.1041700260276457,41
0.0,1.9796062732602058,42
0.0,1.0324943930981083,43
0.0,1.0132632459956559,44
0.0,10.022207944181487,45
0.0,1.1171152491619334,46
0.0,2.8963901370795373,47
0.0,4.4411434853994205,48
0.0,4.478059389293611,49
0.0,2.3826937922569837,50
0.0,0.8562998291192342,51
0.0,1.3159637614245425,52
0.0,1.0974667913566336,53
0.0,1.0311058160036526,54
0.0,0.8308557110344924,55
0.0,0.9228603297370241,56
0.0,1.1285159081076912,57
0.0,1.2984306117513433,58
0.0,1.1220456243150037,59
0.0,1.382800752531066,60
0.0,1.1877101050914798,61
0.0,1.2225437729276192,62
0.0,1.3740117663794493,63
0.0,1.8834790466441287,64
0.0,1.89446561569728,65
0.0,1.3061479377239549,66
0.0,0.6669449457440454,67
0.0,2.0583502047433124,68
0.0,3.372249636098041,69
0.0,0.7829180112702431,70
0.0,23.582296445770623,71
0.0,1.0678144164855652,72
0.0,2.2488945099491198,73
0.0,3.563550671854123,74
0.0,1.7277666029570613,75
0.0,0.9796974866046014,76
0.0,1.7207866242594638,77
0.0,2.156553610314905,78
0.0,1.5432885888433687,79
0.0,1.2848828016269334,80
0.0,1.9652264306777114,81
0.0,1.6368972884726127,82
0.0,1.4658746939405636,83
0.0,2.014976861120094,84
0.0,2.374412546368627,85
0.0,12.89115829416436,86
0.0,1.1381841038115765,87
0.0,0.9952713129526034,88
0.0,1.9570937971353537,89
0.0,2.6291389923993354,90
0.0,1.9336671894487407,91
0.0,1.5385285769109267,92
0.0,14.276849493639837,93
0.0,1.1119592425437053,94
0.0,0.8726644371318157,95
0.0,1.8680883021810026,96
0.0,1.6449531911187272,97
0.0,10.662057262655726,98
0.0,0.8453451425438028,99
0.0,0.9835946244687258,100
0.0,1.0489630006141484,101
0.0,1.8828677954260236,102
0.0,0.9321381640709573,103
0.0,1.1557886317674915,104
0.0,1.3673587242830298,105
0.0,1.2874670911062451,106
0.0,1.5906725694440331,107
0.0,2.2733496316497757,108
0.0,1.5147309675091856,109
0.0,1.742416586575453,110
0.0,1.6620047874984976,111
0.0,1.1647165190321083,112
0.0,2.164997405848923,113
0.0,1.4593301471636784,114
0.0,1.2195257676898912,115
0.0,1.12449429623873,116
0.0,1.2058597740164134,117
0.0,1.3037525501237146,118
0.0,1.2836693862693551,119
0.0,2.087875770840333,120
0.0,1.6270999731434017,121
0.0,0.7627086036612324,122
0.0,0.8141341689404809,123
0.0,17.138190318295152,124
0.0,1.121739073998816,125
0.0,24.42828386536088,126
0.0,0.912005617397004,127
0.0,18.952157765298566,128
0.0,1.80344142090049,129
0.0,1.9967417724023377,130
0.0,1.3843610012886047,131
0.0,0.8589890271087519,132
0.0,19.222952676728113,133
0.0,1.000242978453211,134
0.0,1.0709478316316972,135
0.0,1.2466577243625794,136
0.0,1.5213148130801208,137
0.0,1.4653453553489055,138
0.0,0.830381723117386,139
0.0,1.5400948618882269,140
0.0,1.498112606724204,141
0.0,1.6680238527671705,142
0.0,22.155175403729118,143
0.0,1.7160199168666104,144
0.0,2.8621084579648413,145
0.0,1.9758497255570966,146
0.0,0.978248102683785,147
0.0,1.7617726883184401,148
0.0,1.0701128292244722,149
0.0,0.9851118436594032,150
0.0,1.2470632441172513,151
0.0,1.3643158053806808,152
0.0,1.5903474346020388,153
0.0,12.474357183122013,154
0.0,0.8745176524847814,155
0.0,0.8913968320554794,156
0.0,1.3061345730711693,157
0.0,24.606789278533615,158
0.0,1.0803912363249353,159
0.0,0.9219043124109143,160
0.0,1.2954989612389807,161
0.0,1.3687011279535968,162
0.0,1.1368989809799184,163
0.0,1.2941158603916192,164
0.0,1.2427580070678617,165
0.0,1.3162261791813947,166
0.0,0.9068921654615261,167
0.0,1.5989611983528778,168
0.0,2.5290481350138854,169
0.0,2.659424895118952,170
0.0,1.3816974553198669,171
0.0,1.2494138134392394,172
0.0,1.3683447464007734,173
0.0,1.3505891388747238,174
0.0,1.2708477003150218,175
0.0,2.7874986474225723,176
0.0,3.9664001786201912,177
0.0,0.9660590215475133,178
0.0,22.26482189785583,179
0.0,0.9279784114421256,180
0.0,0.9498005049967171,181
0.0,1.8563242275350706,182
0.0,2.0323980838036495,183
0.0,3.1385024472571104,184
0.0,1.0330222487582992,185
0.0,1.202498751916152,186
0.0,1.4063036958678314,187
0.0,1.3640058705952132,188
0.0,1.2683672393571515,189
0.0,1.3598559526973355,190
0.0,1.4351465097182845,191
0.0,1.2253102473745332,192
0.0,19.56935226798032,193
0.0,1.2375463097062296,194
0.0,2.0255709145259315,195
